subject,spam_label
The $1.9 trillion industry AI is about to demolish #975124,1
Your order #4508 has shipped,0
GitHub: New sign-in from Germany,0
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Payment received – thank you,0
Class registration confirmation – Machine Learning 501,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
Board meeting agenda – July 2024,0
The dirty secret of financial newsletters ✅,1
Meeting notes: Internal Tools architecture review,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF,1
The $1.9 trillion industry AI is about to demolish ✅,1
Meeting notes: Data Platform Team architecture review,0
Notes from today's lecture – feature flags,0
Notes from today's lecture – ETL performance,0
AWS billing statement for April 2024,0
Re: Project status update for Q4 2023,0
Welcome to the analytics dashboard beta program,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
AWS billing statement for October 2025,0
GitHub: New sign-in from Singapore,0
Zoom link for feature flags,0
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
Standup summary – Cricket Club Ops,0
Calendar invite: 1:1 with Christin,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
GitHub: New sign-in from US,0
Your order #1730 has shipped,0
Class registration confirmation – Operations Management,0
AWS billing statement for August 2025,0
Zoom link for LangChain agents,0
Assignment feedback for Machine Learning 501,0
Assignment feedback for Data Structures,0
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Family photos from our trip to San Francisco,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
Class registration confirmation – Data Structures,0
Don't miss out on your free trial. – Offer Ends Tonight,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Sprint 7636 planning meeting – Mon 11:30 AM,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #658029",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #494142",1
Invoice #6749 for consulting services,0
Zoom link for feature flags,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
GitHub: New sign-in from India,0
Class registration confirmation – Data Structures,0
Meeting notes: Vanguard architecture review,0
Your old TV setup is outdated… try this 👇 #5290677042,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
Re: Question about Kubernetes scaling,0
Notes from today's lecture – feature flags,0
Your order #7814 has shipped,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live #703361,1
Payment received – thank you,0
Don't miss out on your free trial.,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
Your order #6100 has shipped,0
The dirty secret of financial newsletters – Offer Ends Tonight,1
Sprint 1347 planning meeting – Wed 4:15 PM,0
AWS billing statement for November 2023,0
GitHub: New sign-in from US,0
GitHub: New sign-in from Singapore,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ #168275,1
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
Reminder: Doctor appointment on 8/12/2023 at 4:15 PM,0
Performance review discussion – May,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) #977293,1
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live 🔥,1
Board meeting agenda – July 2024,0
Performance review discussion – June,0
Board meeting agenda – June 2024,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #670599,1
Standup summary – AI Platform,0
Don't miss out on your free trial. 🔥,1
Re: Project status update for Q2 2025,0
Reminder: Doctor appointment on 21/6/2024 at 2:00 PM,0
Calendar invite: 1:1 with Nima,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 #373983",1
Welcome to the DevOps toolkit beta program,0
Meeting notes: Internal Tools architecture review,0
Standup summary – AI Platform,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
GitHub: New sign-in from Germany,0
AWS billing statement for September 2023,0
Your old TV setup is outdated… try this 👇 #5290677042,1
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
Zoom link for ETL performance,0
GitHub: New sign-in from Germany,0
Re: Question about ETL performance,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 🔥",1
Sprint 8518 planning meeting – Mon 2:00 PM,0
Class registration confirmation – MBA 610,0
Notes from today's lecture – Kubernetes scaling,0
Your order #4483 has shipped,0
Don't miss out on your free trial.,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
Family photos from our trip to London,0
Sprint 1825 planning meeting – Wed 4:15 PM,0
The $1.9 trillion industry AI is about to demolish #166256,1
Last Chance to Register — Subsurface Live Is Tomorrow (Limited Time),1
Payment received – thank you,0
Welcome to the RAG search beta program,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts #400262,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Notes from today's lecture – LangChain agents,0
Re: Question about feature flags,0
Zoom link for LangChain agents,0
The $1.9 trillion industry AI is about to demolish #322374,1
Notes from today's lecture – ETL performance,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts #444103,1
Meeting notes: Vanguard architecture review,0
Calendar invite: 1:1 with Christin,0
Don't miss out on your free trial. #476745,1
Notes from today's lecture – ETL performance,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained – Offer Ends Tonight",1
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual),1
Family photos from our trip to Philadelphia,0
Notes from today's lecture – LangChain agents,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
AWS billing statement for November 2023,0
Board meeting agenda – June 2025,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #682742",1
Notes from today's lecture – Kubernetes scaling,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts,1
GitHub: New sign-in from US,0
Welcome to the DevOps toolkit beta program,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained – Offer Ends Tonight",1
Payment received – thank you,0
Class registration confirmation – Data Structures,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
GitHub: New sign-in from US,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
Invoice #7715 for consulting services,0
Class registration confirmation – MBA 610,0
Welcome to the portfolio assistant beta program,0
Invoice #1585 for consulting services,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained – Offer Ends Tonight",1
Re: Project status update for Q1 2023,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual),1
Family photos from our trip to Bangalore,0
Don't miss out on your free trial. ✅,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Invoice #9247 for consulting services,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Invoice #2406 for consulting services,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Family photos from our trip to London,0
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 #694198",1
Re: Question about ETL performance,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
Assignment feedback for Data Structures,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now!",1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty 🔥",1
Zoom link for feature flags,0
Assignment feedback for Data Structures,0
Re: Project status update for Q3 2023,0
Notes from today's lecture – ETL performance,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Sprint 5663 planning meeting – Mon 2:00 PM,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
The dirty secret of financial newsletters – Offer Ends Tonight,1
Welcome to the analytics dashboard beta program,0
AWS billing statement for August 2025,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live 🔥,1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live #704920,1
Re: Question about LangChain agents,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
Zoom link for ETL performance,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Assignment feedback for MBA 610,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained – Offer Ends Tonight",1
Board meeting agenda – February 2023,0
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
AWS billing statement for November 2024,0
Standup summary – Cloud Migration,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
Don't miss out on your free trial. 🔥,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Don't miss out on your free trial. 🔥,1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
The $1.9 trillion industry AI is about to demolish,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Invoice #4359 for consulting services,0
Standup summary – AI Platform,0
Notes from today's lecture – ETL performance,0
Don't miss out on your free trial. (Limited Time),1
This Drug MELTS Fat – Why Aren’t You on It Yet? #354696,1
GitHub: New sign-in from US,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Board meeting agenda – November 2023,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
Zoom link for Kubernetes scaling,0
Assignment feedback for Data Structures,0
AWS billing statement for June 2023,0
Assignment feedback for Data Structures,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty #342313",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
Invoice #7394 for consulting services,0
Reminder: Doctor appointment on 5/1/2025 at 4:15 PM,0
Re: Question about feature flags,0
Calendar invite: 1:1 with Lauren,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty (Limited Time)",1
